source,target,weight,timestamp,text
104966264,1106335645499342848,2.0,2019-02-13,@realDonaldTrump Trump’s
783388977579511808,1106335645499342848,6.0,2019-02-13,@realDonaldTrump
940917087479967744,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
1022297400717836288,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
815964634825924608,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
373545427,1106335645499342848,2.0,2019-03-15,@realDonaldTrump Trump's
197509169,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
201096913,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
895385731761360896,1106335645499342848,0.0,2019-03-15,@realDonaldTrump trump’s
2296422404,1106335645499342848,2.0,2019-03-15,@realDonaldTrump
1057019260935884800,1106335645499342848,14.0,2019-03-15,@realDonaldTrump Trump
734769996,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
1072242764727967744,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
830947970,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
783248029,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
3000888922,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
3161139356,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
1030604015741136896,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
448092566,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
29317322,1106335645499342848,1.0,2019-03-15,@realDonaldTrump
1073993934546845696,1106335645499342848,0.0,2019-03-15,@realDonaldTrump TRUMP PRESIDENTS
2336909199,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
2775797169,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
3164596512,1106335645499342848,0.0,2019-03-15,@realDonaldTrump
1121176939228610560,1627666770633842688,5.0,2023-01-23,Trump
229088171,1627666770633842688,2.0,2023-01-23,@JoeyJYHo
1342935986293137408,1627666770633842688,25.0,2023-01-23,#PresidentBidenRocks
249898083,1627666770633842688,0.0,2023-01-23,President Biden
807184668692881408,1627666770633842688,6.0,2023-01-23,President Biden
1586359128049549312,1627666770633842688,0.0,2023-01-23,president
239943074,1630998238265311232,14.0,2023-02-22,Democratic
363022285,1694828583535902976,2.0,2023-08-21,Biden Trump. Trump President.
1259533452887511040,1731145356560252928,0.0,2023-11-19,@GOPChairwoman @SenateGOP
169606233,1736874613572014336,1.0,2023-11-19,TRUMP2024
61041270,1746273675672973568,31.0,2023-12-19,#BidenHarris2024
1518923845805252608,1747486032877039616,2.0,2023-12-19,Biden
975133060638347264,1746273675672973568,3.0,2023-12-19,#ImWithBiden #BidenHarris2024
1503760973726896128,1747486032877039616,27.0,2023-12-19,#BidenHarris2024
829861212968022016,1746273675672973568,3.0,2023-12-19,conservative Biden
924106461013299200,1746273675672973568,6.0,2023-12-19,Trump Trump
1554431644785836032,1747486032877039616,13.0,2023-12-19,Joey
1725244872678858752,1747486032877039616,0.0,2024-01-18,Joe Biden
1367504006336163840,1752775240453615616,0.0,2024-01-18,Donald Trump
1585820219142029312,1752775240453615616,0.0,2024-01-18,Trump
364544803,1747486032877039616,0.0,2024-01-18,Biden
963573762829504512,1752775240453615616,0.0,2024-01-18,Trump
1486190340289794048,1752775240453615616,0.0,2024-01-18,trump
1565722079344959488,1754628155883598080,0.0,2024-01-18,Trump
16232484,1747486032877039616,0.0,2024-01-18,President Trump
1300204957136809984,1753142929315794944,1.0,2024-01-18,Biden
1730313241497059328,1752775240453615616,0.0,2024-01-18,Trump's
1595073218167152640,1765139524143735040,0.0,2024-02-17,Trump Biden
1389274355058757632,1761898703781044224,0.0,2024-02-17,Trump
1374016680091910144,1765139524143735040,0.0,2024-02-17,Biden Donald Trump Trump.
1213285587249025024,1762522423688085504,1.0,2024-02-17,MAGA
1598811800648273920,1764666654447829248,0.0,2024-02-17,@BidenHQ @JoeNBC
1516472621965221888,1762140130326847488,0.0,2024-02-17,conservatives
1252304542869393408,1761898703781044224,0.0,2024-02-17,CONSERVATIVES
1306962004012302336,1768724786677498368,31.0,2024-02-17,Conservative Conservative Conservative
1579645122953809920,1761898703781044224,7.0,2024-02-17,Joe
116343203,1762160902432829696,0.0,2024-02-17,Trumps
1514454740872364032,1765139524143735040,0.0,2024-02-17,Trump Trump
37438284,1765402997771931904,3.0,2024-02-17,"maga Trump,"
2169011730,1761898703781044224,0.0,2024-02-17,Biden. Biden
936631158024044544,1765139524143735040,0.0,2024-02-17,Trump? Trump.
1276140974624911360,1765402997771931904,1.0,2024-02-17,“Donald Trump
1062440497984258048,1761469643280068864,2.0,2024-02-17,@realDonaldTrump
553240313,1762140130326847488,0.0,2024-02-17,Trump
1593645147123863552,1761898703781044224,0.0,2024-02-17,Joe Biden
1599487666042638336,1761469643280068864,2.0,2024-02-17,@realDonaldTrump
1597354911796191232,1765402997771931904,0.0,2024-02-17,Trump President.
1519290848042700800,1768724786677498368,1.0,2024-02-17,conservatives
1518695312738684928,1765139524143735040,0.0,2024-02-17,Trump Trump
24022998,1761898703781044224,0.0,2024-02-17,@HouseGOP @GOPSenate
1608260094214668288,1762522423688085504,0.0,2024-02-17,"Biden,"
1502061019539017728,1765402997771931904,0.0,2024-02-17,Trump…
1509198932265488384,1761898703781044224,0.0,2024-02-17,Trump President
2909371657,1765139524143735040,0.0,2024-02-17,Trump-hating Trump
1589985948854587392,1765139524143735040,0.0,2024-02-17,Biden. Trump
1002940417405485056,1764666654447829248,0.0,2024-02-17,@BidenHQ @JoeNBC
1402961912,1775708923175014912,0.0,2024-03-18,@BidensWins
1877157738,1775708923175014912,0.0,2024-03-18,@BidensWins
1590698895562231808,1769521484488151552,0.0,2024-03-18,@RpsAgainstTrump
1587666348192038912,1775708923175014912,0.0,2024-03-18,@BidensWins
1768494549431902208,1769521484488151552,0.0,2024-03-18,@RpsAgainstTrump
22264512,1775708923175014912,5.0,2024-03-18,@BidensWins @realDonaldTrump @GOP
45461035,1775708923175014912,5.0,2024-03-18,@BidensWins
1052869943778250752,1769521484488151552,102.0,2024-03-18,@RpsAgainstTrump Trump.
819274405536813056,1769521484488151552,3.0,2024-03-18,@RpsAgainstTrump trump
1220346823619104768,1769521484488151552,79.0,2024-03-18,@RpsAgainstTrump Trump Trump.
16026704,1769521484488151552,2.0,2024-03-18,@RpsAgainstTrump
1637795522755932160,1769521484488151552,5.0,2024-03-18,@RpsAgainstTrump
829342521629278208,1775708923175014912,0.0,2024-03-18,@BidensWins
1594833188580474880,1775708923175014912,0.0,2024-03-18,@BidensWins
1125635585245372416,1775708923175014912,0.0,2024-03-18,@BidensWins
1196416569167024128,1775708923175014912,0.0,2024-03-18,@BidensWins
829520625249120256,1775708923175014912,0.0,2024-03-18,@BidensWins trump
1522323499393581056,1775708923175014912,5.0,2024-03-18,@BidensWins
984773105284452352,1775708923175014912,1.0,2024-03-18,@BidensWins
964977380103245824,1775708923175014912,0.0,2024-03-18,@BidensWins trumped
1239739730243321856,1775708923175014912,0.0,2024-03-18,@BidensWins Trumps
1754230203209895936,1769521484488151552,4.0,2024-03-18,@RpsAgainstTrump
1475311134961975296,1775708923175014912,0.0,2024-03-18,@BidensWins
1527063788947705856,1769521484488151552,0.0,2024-03-18,@RpsAgainstTrump
58030969,1775708923175014912,0.0,2024-03-18,@BidensWins Trump Trump Trump Trump TRUMP.
1321604826547978240,1775708923175014912,1.0,2024-03-18,@BidensWins
758800298559188992,1775708923175014912,0.0,2024-03-18,@BidensWins GOPer
4117010656,1775708923175014912,1.0,2024-03-18,@BidensWins
386699681,1775708923175014912,0.0,2024-03-18,@BidensWins conservative.
1390152313147379712,1775708923175014912,0.0,2024-03-18,@BidensWins
282445322,1772996745892638720,0.0,2024-03-18,@TrumpDailyPosts
1582184334206722048,1775708923175014912,0.0,2024-03-18,@BidensWins
1652052279225389056,1769521484488151552,6.0,2024-03-18,@RpsAgainstTrump
1282487868305182720,1775708923175014912,8.0,2024-03-18,@BidensWins conservative.
1755375394495328256,1783243109301641728,0.0,2024-04-17,@BidensWins
1766998272168570880,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
417200159,1787640993157726208,0.0,2024-04-17,@AccountableGOP Kamala Joe!
1768409950944993280,1783243109301641728,0.0,2024-04-17,@BidensWins
1702438706441830400,1790830581229428992,2.0,2024-04-17,@JudiciaryGOP
1237055126281519104,1787640993157726208,0.0,2024-04-17,@AccountableGOP
1518968591093313536,1791153395270852864,3.0,2024-04-17,Trump Trump Trump Trump Trump Trump
1599070939144245248,1790096583096164352,0.0,2024-04-17,@GOP
1517132570558967808,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
1067060924,1789744029459984640,0.0,2024-04-17,Biden?
92588600,1790830581229428992,55.0,2024-04-17,@JudiciaryGOP
23355965,1783243109301641728,0.0,2024-04-17,@BidensWins
1650539279800586240,1786049080281473536,0.0,2024-04-17,trump
1585824927290122240,1783243109301641728,0.0,2024-04-17,@BidensWins Obidenomics
818793162,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1678395458471833600,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1094963331872493568,1790781504005476608,2.0,2024-04-17,@GOP_is_Gutless
1400463670992281600,1790781504005476608,1.0,2024-04-17,@GOP_is_Gutless
1587372861186097152,1788204767237308928,2.0,2024-04-17,Trump
706918859454939136,1791153395270852864,162.0,2024-04-17,Trump
1586617007826518016,1791109644578086912,1.0,2024-04-17,@KEVINMAGA2024
1587235276094586880,1783243109301641728,0.0,2024-04-17,@BidensWins
4392607577,1791124518452297728,0.0,2024-04-17,@JudiciaryGOP
1483620612409073664,1783243109301641728,2.0,2024-04-17,@BidensWins
1599475615257829376,1783243109301641728,1.0,2024-04-17,@BidensWins Biden.
2965210517,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
65262352,1790753348485865472,0.0,2024-04-17,MAGAs MAGA
33584443,1783243109301641728,0.0,2024-04-17,@BidensWins Trump Biden???? Biden.
1598025451649339392,1787640993157726208,2.0,2024-04-17,@AccountableGOP
326150306,1781072395186442496,3.0,2024-04-17,@BidenHQ
1605683799702085632,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
18929568,1790830581229428992,1.0,2024-04-17,@JudiciaryGOP
79219733,1790927946602959104,1.0,2024-04-17,@BidenHQ
1325937335909842944,1789787988261761280,0.0,2024-04-17,"conservative,"
2941683195,1789329651648885248,0.0,2024-04-17,@TrumpDailyPosts
1248673244636471296,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1044829630476234752,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1374942935268143104,1787640993157726208,4.0,2024-04-17,@AccountableGOP President
1711488319824015360,1781072395186442496,12.0,2024-04-17,@BidenHQ
36362952,1781072395186442496,3.0,2024-04-17,@BidenHQ
3164518664,1783243109301641728,0.0,2024-04-17,@BidensWins Biden.
1785737855702048768,1788204767237308928,0.0,2024-04-17,Trump
799608443355144192,1781072395186442496,3.0,2024-04-17,@BidenHQ
2845243364,1787913981681598976,0.0,2024-04-17,@BidenHQ
16597219,1781072395186442496,2.0,2024-04-17,@BidenHQ
39512434,1787640993157726208,0.0,2024-04-17,@AccountableGOP
2490188125,1789382468241678336,9.0,2024-04-17,Trump
14192531,1781072395186442496,42.0,2024-04-17,@BidenHQ
10003832,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
977569216646623232,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
415693499,1789317882335150336,0.0,2024-04-17,@RpsAgainstTrump
1748068205652758528,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1572039295078404096,1783243109301641728,0.0,2024-04-17,@BidensWins
1368802994767077376,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
1532348964900638720,1790096583096164352,0.0,2024-04-17,@GOP Trump
2546471858,1781072395186442496,46.0,2024-04-17,"@BidenHQ Trump, GOP"
1045530707399979008,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
15246520,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1757206183541387264,1783243109301641728,0.0,2024-04-17,@BidensWins Trump Trump
16356851,1790830581229428992,1.0,2024-04-17,@JudiciaryGOP
1518763855303823360,1790833089049923840,2.0,2024-04-17,Trump
846173814,1783243109301641728,0.0,2024-04-17,@BidensWins
1772734777772199936,1783243109301641728,0.0,2024-04-17,@BidensWins TRUMP TRUMP PRESIDENT
3676711640,1787640993157726208,0.0,2024-04-17,@AccountableGOP
1494707593251635200,1787640993157726208,0.0,2024-04-17,@AccountableGOP president
1564815469042884608,1783243109301641728,1.0,2024-04-17,@BidensWins
1433506249732235264,1781072395186442496,37.0,2024-04-17,@BidenHQ
1591852740598288384,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1677561625664970752,1790486289663271168,1.0,2024-04-17,Trump
795006246101385216,1790096583096164352,0.0,2024-04-17,@GOP
1518699121577762816,1788204767237308928,138.0,2024-04-17,Trump
117734028,1790833089049923840,1.0,2024-04-17,MAGA
1674762175015972864,1790781504005476608,5.0,2024-04-17,@GOP_is_Gutless
1235010579863089152,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1052106360,1783243109301641728,0.0,2024-04-17,@BidensWins
1391862332989575168,1783243109301641728,2.0,2024-04-17,@BidensWins Joe Biden
22830895,1787640993157726208,0.0,2024-04-17,@AccountableGOP
1460504132788183040,1790830581229428992,3.0,2024-04-17,@JudiciaryGOP GOP
1781498491828838400,1783243109301641728,0.0,2024-04-17,@BidensWins
1393810205935382528,1789321117431148288,0.0,2024-04-17,Trump president
3075524656,1790024305163530496,3.0,2024-04-17,Kamala
1694454313072869376,1783243109301641728,0.0,2024-04-17,@BidensWins
845663049252065280,1781072395186442496,0.0,2024-04-17,@BidenHQ
1586795518654554112,1783243109301641728,0.0,2024-04-17,@BidensWins
920759907309285376,1787913981681598976,1.0,2024-04-17,@BidenHQ
2947133539,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1781349571718787072,1787913981681598976,0.0,2024-04-17,@BidenHQ
28101457,1783243109301641728,0.0,2024-04-17,@BidensWins
1902307111,1783243109301641728,0.0,2024-04-17,@BidensWins
51724374,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
922810146329423872,1790555626889748736,2.0,2024-04-17,Trump's Trump's
1576980907621326848,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
2334429642,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1086258515130277888,1787503654951596288,20.0,2024-04-17,@realDonaldTrump
1619450706792009728,1789317882335150336,0.0,2024-04-17,@RpsAgainstTrump
1746184976788238336,1783243109301641728,1.0,2024-04-17,@BidensWins
1445536235758370816,1787640993157726208,4.0,2024-04-17,@AccountableGOP
1710975514117279744,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1695898320709849088,1781072395186442496,5.0,2024-04-17,@BidenHQ
1405357783,1787640993157726208,0.0,2024-04-17,@AccountableGOP MAGAs
950255534824828928,1783243109301641728,0.0,2024-04-17,@BidensWins
1703845311242788864,1790830581229428992,2.0,2024-04-17,@JudiciaryGOP
1472749513861255168,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1636090415060488192,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
1580558922590654464,1787913981681598976,0.0,2024-04-17,@BidenHQ Trump
1672401203794157568,1791109644578086912,1.0,2024-04-17,@KEVINMAGA2024
1526857321905033216,1783243109301641728,0.0,2024-04-17,@BidensWins
1560407011380137984,1787640993157726208,0.0,2024-04-17,@AccountableGOP
1522379908051181568,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
743492189959892992,1787640993157726208,0.0,2024-04-17,@AccountableGOP
1602625031359578112,1783243109301641728,0.0,2024-04-17,@BidensWins Trump
1590717378094157824,1790829904059117824,2.0,2024-04-17,@JudiciaryGOP
95336849,1790044826383049216,0.0,2024-04-17,conservative
17980523,1783243109301641728,19.0,2024-04-17,@BidensWins Biden
1377725606268436480,1790829904059117824,0.0,2024-04-17,@JudiciaryGOP
2983036298,1781072395186442496,0.0,2024-04-17,@BidenHQ
1090087267094446080,1783243109301641728,0.0,2024-04-17,@BidensWins
29492727,1783243109301641728,0.0,2024-04-17,@BidensWins
1587178060398219264,1783243109301641728,0.0,2024-04-17,@BidensWins Donald Trump
4812675838,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
24629298,1787640993157726208,0.0,2024-04-17,@AccountableGOP
105150540,1790830581229428992,0.0,2024-04-17,@JudiciaryGOP
977993036792770560,1801003427423547904,0.0,2024-05-17,MAGA
50436870,1800659906552643584,0.0,2024-05-17,Biden
1435290602099326976,1791938138048192768,1.0,2024-05-17,@DonaldTrumpAOCC
968391511762198528,1800689079266529280,0.0,2024-05-17,MAGA
954346818942439424,1801022537683378176,2.0,2024-05-17,biden
1155251162439962624,1798393955228201216,0.0,2024-05-17,Biden Kamala President!! Joe!!
1246023544791760896,1800994510354141440,2.0,2024-05-17,President Biden President Biden.
271075882,1801037253025644288,7.0,2024-05-17,@HouseGOP Joe Biden Donald Trump.
1709316174943600640,1800991158673244416,0.0,2024-05-17,@RpsAgainstTrump Biden
1379485472158842880,1800758281667059968,0.0,2024-05-17,Biden
551253072,1792230417413579008,2.0,2024-05-17,@RpsAgainstTrump trump
1144435225742721024,1800824582619779072,0.0,2024-05-17,Biden President Trump
1379624606743560192,1800992099128451072,1.0,2024-05-17,biden conservative
1487521625394360320,1800930798515667200,1.0,2024-05-17,MAGA!!!!!!!!!NC
1443596997152366592,1800906727447265280,1.0,2024-05-17,Biden’s Harris Biden. Trump-related
963068407980666880,1800999212655559168,0.0,2024-05-17,@HouseGOP Donald Trump
1243301992547655680,1792433536470794752,1.0,2024-05-17,@azpresident @JoeBiden
3635512097,1800897318197293568,0.0,2024-05-17,“Biden
1445843408300298240,1800625916072349696,0.0,2024-05-17,@GOP_is_Gutless
1594892895462490112,1800957718699589888,1.0,2024-05-17,Biden
823327857409560576,1800884099470487552,1.0,2024-05-17,Biden’s
516109860,1800717858869256448,2.0,2024-05-17,"MAGA, trumpster?"
987694579,1801020611365310720,5.0,2024-05-17,Biden
1008447695235813376,1800674308798468352,0.0,2024-05-17,MAGA
1792408852635299840,1801002725053743104,2.0,2024-05-17,Biden's
1781310453534126080,1801000272405107200,0.0,2024-05-17,Joe Biden's
319747771,1801032886088327680,1.0,2024-05-17,Maga.
1513353232919273472,1790260227969101824,0.0,2024-05-17,#Trump2024
1655917927994982400,1800892093415461120,0.0,2024-05-17,MAGA
710214318156079104,1801011302069841920,9.0,2024-05-17,#Trump2024
236170041,1792316919753708032,0.0,2024-05-17,Trump
1648476691314929664,1800926257976115712,0.0,2024-05-17,BIDEN TRUMP45
833958488,1800875211086327808,0.0,2024-05-17,MAGA???
802976514845208576,1792222680143290624,0.0,2024-05-17,@DonaldJTrumpJr
1226703159667679232,1800960875701932032,23.0,2024-05-17,#MAGA
17679825,1800967202549489920,0.0,2024-05-17,Conservative
1599347821961834496,1792402208962793472,2.0,2024-05-17,@texan_maga
1518654408543801344,1800851926302834688,0.0,2024-05-17,Biden!
486780546,1792248888650596352,11.0,2024-05-17,@kimmagagal2
1711828633797754880,1801032419547471872,41.0,2024-05-17,Biden
2213453828,1800664873510244608,0.0,2024-05-17,Biden’s
1376934505475317760,1801009155207041024,1.0,2024-05-17,Biden
745301430198804480,1800936878448967936,0.0,2024-05-17,GOP
1064001487637016576,1792352755891519488,0.0,2024-05-17,Biden
846251654,1792316919753708032,0.0,2024-05-17,MAGA
1372445579570188288,1800898240130461696,0.0,2024-05-17,@TRUMP_ARMY_ GOP
1440351335354748928,1800749616155226368,0.0,2024-05-17,Biden Trump
1622104318982635520,1799451216121901312,0.0,2024-05-17,conservative
1533430786065588224,1800879603172712704,0.0,2024-05-17,Biden
1601295181856251904,1800669458522079232,0.0,2024-05-17,Trump president. Biden Trumps
1668276218964090880,1801002091529310464,1.0,2024-05-17,“conservative”. conservative.
2600845226,1801029197214691328,1.0,2024-05-17,Joe Biden President?
1106314702689177600,1800635423699476736,0.0,2024-05-17,Biden
1532885453560774656,1801034654197194752,4.0,2024-05-17,Biden
1710407145936568320,1792230417413579008,0.0,2024-05-17,@RpsAgainstTrump
1678128989464846336,1800982180526465280,0.0,2024-05-17,@BidenHQ
1909802833,1792392026861748480,0.0,2024-05-17,Trump
82230929,1800925643913175296,3.0,2024-05-17,Biden
1347849553890971648,1791931390755299584,1.0,2024-05-17,@GOP
1105090638,1801002857782481152,2.0,2024-05-17,gop
1759704889175703552,1800743852086575104,0.0,2024-05-17,Biden.
1079165602277793792,1800973934629880064,0.0,2024-05-17,Biden’s
1186437514434961408,1801034184800055296,1.0,2024-05-17,#TRUMP2024!!!
1725610489298739200,1801032087450849536,1.0,2024-05-17,@GOP_is_Gutless Trump
1459749918982168576,1800567072839041024,0.0,2024-05-17,"President Biden,"
389851419,1800936880222957824,1.0,2024-05-17,GOP
814011184693342208,1800990056531820288,2.0,2024-05-17,Biden
1374693214683336704,1801020803145752832,2.0,2024-05-17,Biden
1288085624642306048,1800868946725490944,0.0,2024-05-17,Trump's Biden's
1611389052317581312,1800656538568110336,0.0,2024-05-17,Biden
2850851121,1800957179492462848,0.0,2024-05-17,Biden Biden
1574258010578223104,1801003556754903552,2.0,2024-05-17,GOP
58844313,1800651962880315648,8.0,2024-05-17,MAGA Biden
1585106951456833536,1800558021707280384,0.0,2024-05-17,"Trump, Biden"
1748203460032671744,1800306558485791232,1.0,2024-05-17,@JoeBiden Joe Biden Biden's Biden's Biden
1125029594577371136,1792362755552653312,0.0,2024-05-17,@JoeyMannarinoUS Trump Trump. #MAGA
864303554210791424,1800999709894426624,0.0,2024-05-17,Biden Trump Trump
34532237,1800904660964048896,2.0,2024-05-17,@Morning_Joe MAGA
763056682247348224,1792208531250127360,2.0,2024-05-17,Biden
2334049479,1792207283029700864,0.0,2024-05-17,trump
3289499124,1801035019034538496,1.0,2024-05-17,Biden Trump
1330312959546023936,1801027878362218752,0.0,2024-05-17,President Biden #BidenHarris2024
961097693027237888,1801030853264306432,0.0,2024-05-17,Biden Trump
418515970,1800846317478174976,0.0,2024-05-17,Joe Biden
1201763985248309248,1792358004630651136,0.0,2024-05-17,Trump MAGA!!
895538282179829760,1792277647566754048,0.0,2024-05-17,Biden
1674945817843580928,1801027628016746752,2.0,2024-05-17,Biden.
408671888,1800959883396739072,0.0,2024-05-17,maga Trump
78755674,1801011275008270336,0.0,2024-05-17,Biden
1077019129,1792353352996839680,38.0,2024-05-17,Trump's
1645487633391394816,1800586884483276800,0.0,2024-05-17,GOP Trumps
1526280044221452288,1800623543564046336,0.0,2024-05-17,Biden
1623938468211728384,1800908738347569152,0.0,2024-05-17,President Biden
345528467,1791931390755299584,0.0,2024-05-17,@GOP
2736233630,1801031921541021696,0.0,2024-05-17,conservative
1582213590014197760,1801015965641064448,0.0,2024-05-17,Biden
1536834709589700608,1800894140244209664,0.0,2024-05-17,@HouseGOP MAGA
1445922703697907712,1800647477709643776,0.0,2024-05-17,Biden
1703317333240868864,1801032301872078848,2.0,2024-05-17,conservative
32804484,1792214501624041472,259.0,2024-05-17,Joe Biden Joe Biden’s Joe
1555576880564248576,1792153002930761728,0.0,2024-05-17,Trump president.
1209670848,1792338291288879616,3.0,2024-05-17,Biden.
1646524488,1800954526788116480,2.0,2024-05-17,Biden
779113169256079360,1800926811238346752,0.0,2024-05-17,@JoeBiden Biden
1275978672177111040,1801009572410171648,0.0,2024-05-17,MAGA
1763497331008409600,1800961517145166080,0.0,2024-05-17,@GOP
716545148,1800921150241014016,0.0,2024-05-17,Biden
104909490,1800876172504686848,0.0,2024-05-17,Joe Biden
326342943,1792162249840247040,0.0,2024-05-17,@HouseGOP
1727435960843907072,1800902707487858944,0.0,2024-05-17,@BidensWins biden..stop
26386209,1800985773430202880,3.0,2024-05-17,@GOP
1658310159620243456,1800673165636448512,0.0,2024-05-17,Trump Biden
1545225924609642496,1800652209618612480,0.0,2024-05-17,MAGA's
1655524868090130432,1801010594897613056,1.0,2024-05-17,Joe Biden
288873741,1792214292093112576,0.0,2024-05-17,President Trump's
121672788,1792222680143290624,1.0,2024-05-17,@DonaldJTrumpJr
1513308630048817152,1801003427423547904,0.0,2024-05-17,GOP
405980120,1800951606067728896,3.0,2024-05-17,Biden Biden
1712914059618627584,1800994151988650496,0.0,2024-05-17,Biden's Biden
1600087456996433920,1800650364082917632,0.0,2024-05-17,Biden
1517914602092253184,1800840476691685632,0.0,2024-05-17,Biden Biden
1283445764975403008,1800897773748769280,1.0,2024-05-17,Donald Trump Joe Biden.
1606000987822764032,1801035151381570048,0.0,2024-05-17,GOP
428678287,1801000161998426368,2.0,2024-05-17,MAGA
1038605661981032448,1800868642411999488,0.0,2024-05-17,MAGA
721747189567885312,1800392519580262912,0.0,2024-05-17,MAGA
1311507561460330496,1800988423659880448,3.0,2024-05-17,GOP
703437218258382848,1801003331877253376,2.0,2024-05-17,Biden. Trump
1519374543000719360,1800965282216743168,6.0,2024-05-17,Biden
2364726925,1800994151988650496,0.0,2024-05-17,Joe Biden!
999134465925398528,1800922217146089472,0.0,2024-05-17,Biden.
723652336871055360,1801035427786248704,1.0,2024-05-17,conservative
48984780,1792234811483926528,1.0,2024-05-17,Trump.
1653056108288679936,1801011168477061120,2.0,2024-05-17,$maga
1799217603610914816,1801001348609028096,0.0,2024-05-17,Joe Biden
1752457506805161984,1800632561665704448,0.0,2024-05-17,Biden....
417278644,1801026181027738112,1.0,2024-05-17,@GOP @JoeBiden Joe
1428154966296911872,1800979301820449024,8.0,2024-05-17,conservative
1389639174890864640,1793305694164406784,0.0,2024-05-17,BIDEN
17159989,1800956737396109568,0.0,2024-05-17,@GOP
4487470934,1800966626474336512,6.0,2024-05-17,@BidenHQ Biden Trump’s
117507629,1800993484025069568,0.0,2024-05-17,@GOP
706357166,1800976700680941824,1.0,2024-05-17,@HarrisCountyRP GOP.
1407737730226962432,1792371560638197760,0.0,2024-05-17,@texan_maga
1564232800051634176,1801003427423547904,0.0,2024-05-17,Biden conservative
1586058668772048896,1800968210629443584,0.0,2024-05-17,Biden
1730686397978390528,1800951097055445248,0.0,2024-05-17,MAGA GOP Biden
1196541411048464384,1800906453970190592,0.0,2024-05-17,Biden.
